Chapter,Character,Dialogue,Character Count
D-1（追加修正）,ラズ,「いかがなさいますか？　黄樹様に連絡いたしましょうか？」,25
D-1（追加修正）,美寿花,「‥‥‥‥」,4
D-1（追加修正）,美寿花,「‥‥ん？　あ、傘の話‥‥だよね？」,15
D-1（追加修正）,美寿花,「いつも折り畳みの傘を持ち歩いてるから‥‥二人ぐらいなら、入ると思う」,33
D-1（追加修正）,美寿花,「ごめん‥‥しばらく、こうさせて‥‥ちょっと体がだるくて‥‥」,29
D-1（追加修正）,美寿花,「‥‥うん。雨が‥‥というか、曇りの時も、だね。小さい頃からすぐこうなっちゃうんだ‥‥」,42
D-1（追加修正）,美寿花,「‥‥‥‥‥‥すぅ‥‥」,10
D-1（追加修正）,美寿花,「‥‥すぅ‥‥すぅ‥‥」,10
D-1（追加修正）,美寿花,「‥‥ん」,3
D-1（追加修正）,美寿花,「‥‥すぅ‥‥すぅ‥‥」,10
D-2（追加）,ロズ,「マスター、ちょい待った」,11
D-2（追加）,ロズ,「いや、全然気づいてへんみたいやから‥‥」,19
D-2（追加）,ロズ,「美寿花からメッセージが来とるで。講義終わったら大学前集合って」,30
D-2（追加）,ロズ,「マスター、言われんかったらそのまま帰るつもりやったやろ？」,28
D-2（追加）,ロズ,「どういたしまして。はよ行かなどやされるで？」,21
D-2（追加）,文永,「あ‥‥こんにちは」,8
D-2（追加）,文永,「‥‥‥‥えーっと‥‥」,10
D-2（追加）,文永,「あの‥‥お姉ちゃん、いないんですか？　てっきり一緒だと思ってたんですけど‥‥」,37
D-2（追加）,文永,「本当、すいません‥‥うちの姉がいい加減で‥‥」,22
D-2（追加）,文永,「多分、またカラオケに行くつもりで呼んだんだと思うんですが‥‥何も聞いてないですか？」,41
D-2（追加）,文永,「です、よね‥‥」,7
D-2（追加）,文永,「その、えっと‥‥Twine、交換しませんか！？」,23
D-2（追加）,文永,「今はその、お姉ちゃんもいないので会話も難しいし‥‥！」,26
D-2（追加）,文永,「な、何で笑うんですか‥‥？」,13
D-2（追加）,文永,「えっ、と‥‥」,6
D-2a（追加）,文永,「‥‥お姉ちゃんに？」,9
D-2a（追加）,文永,「‥‥ああ。そう‥‥なんですね」,14
D-2a（追加）,文永,「うぐっ。それは、自分でも心当たりが‥‥」,19
D-2a（追加）,文永,「‥‥でも、そっか。私、似てるんだ‥‥あの人と‥‥」,24
D-2a（追加）,文永,「あ、その‥‥そう！」,9
D-2a（追加）,文永,「来週の木曜日ってどうするんですか？」,17
D-2a（追加）,文永,「いや、えーと‥‥」,8
D-2a（追加）,文永,「実は、来週の木曜日、お姉ちゃんの誕生日で‥‥」,22
D-2a（追加）,文永,「い、いえ！　そうですよね！　普通は知りませんよね！　こっちこそすいません！」,34
D-2a（追加）,？？？,「ごめ〜ん！！　遅れたぁぁ！！」,13
D-2a（追加）,雪翔＆文永雪翔≪,「っ！？」,3
D-2a（追加）,美寿花,「はぁ、はぁ‥‥ごめん。お待たせ‥‥先生に捕まっちゃって‥‥」,29
D-2a（追加）,文永,「ま、まぁそんな待ってないけど‥‥またカラオケ？」,23
D-2a（追加）,美寿花,「そうだね。もう一回歌いたいなぁ～って思って‥‥」,23
D-2a（追加）,美寿花,「相変わらず厳しいね‥‥」,11
D-2a（追加）,文永,「本当はお姉ちゃんも門限あるんだけど‥‥？」,20
D-2a（追加）,美寿花,「私はいいの。家出中だもん」,12
D-2a（追加）,美寿花,「最近、結構暗くなるの早くなってきたから気を付けてよ？」,26
D-2a（追加）,文永,「はいはい、大丈夫だから」,11
D-2a（追加）,美寿花,「さて、今日のご飯は～‥‥あれ、家に何残ってたっけ‥‥」,26
D-2b（追加）,文永,「あ、その‥‥そう！」,9
D-2b（追加）,文永,「来週の木曜日ってどうするんですか？」,17
D-2b（追加）,文永,「いや、えーと‥‥」,8
D-2b（追加）,文永,「実は、来週の木曜日、お姉ちゃんの誕生日で‥‥」,22
D-2b（追加）,文永,「い、いえ！　そうですよね！　普通は知りませんよね！　こっちこそすいません！」,34
D-2b（追加）,文永,「あ‥‥」,3
D-2b（追加）,文永,「何でここに‥‥」,7
D-2b（追加）,文永,「多分、私の父です‥‥ちょ、ちょっと待っててくださいね」,26
D-2b（追加）,文永,「すいません。お姉ちゃんに行けなくなったって言っておいてくれませんか？」,34
D-2b（追加）,文永,「はい‥‥ちょっと用事ができたので」,16
D-2b（追加）,？？？,「ごめ〜ん！！　遅れたぁぁ！！」,13
D-2b（追加）,美寿花,「はぁ‥‥はぁ‥‥お待たせ、先生に捕まってて‥‥ってあれ？　文永は？」,32
D-2b（追加）,美寿花,「あ、そっか‥‥」,7
D-2b（追加）,美寿花,「え、来たの？　ここまで？」,11
D-2b（追加）,美寿花,「あはは‥‥そっか。また歌いたいなぁ～って思ってたんだけど‥‥」,30
D-2b（追加）,美寿花,「うん。でも、文永がいないとさすがにきつそうだし‥‥今日は素直に帰ろっか」,35
D-2b（追加）,美寿花,「ほんとうにごめん‥‥」,10
D-2b（追加）,美寿花,「確かにあの時はめちゃくちゃ眠かったのは事実だけど、まさか本当に寝ちゃうとは自分でも思わなかったというか‥‥」,53
D-2b（追加）,美寿花,「それに‥‥」,5
D-2b（追加）,美寿花,「その、実は途中からちょっと起きてたり‥‥」,20
D-2b（追加）,美寿花,「ていうか‥‥聞いちゃいけないことがもしかしたら聞こえちゃったりとかも‥‥」,36
D-2b（追加）,美寿花,「い、いや。何でもないです‥‥」,14
D-3（修正）,ロズ,「なるほどなぁ〜。美寿花の誕生日‥‥」,17
D-3（修正）,ラズ,「贈り物、ですか‥‥ご主人様の口からそんな悩みを聞く日が来るとは‥‥」,33
D-3（修正）,ロズ,「やっぱ美寿花の好きなものとかがええんやないの？　何かないん？」,29
D-3（修正）,ラズ,「それなら、こう‥‥女性にあげて喜びそうなものとか‥‥」,26
D-3（修正）,ロズ,「ダメやこのマスター、検索しだした‥‥」,18
D-3（修正）,ラズ,「まぁ、それは分かりますけども‥‥」,16
D-3（修正）,ラズ,「‥‥と、言われましても‥‥」,13
D-3（修正）,ロズ,「まずうちら、プレゼントもらっても受け取れへんからな‥‥物理的に‥‥」,33
D-3（修正）,ラズ,「‥‥‥‥」,4
D-3（修正）,ロズ,「‥‥‥‥」,4
D-3（修正）,ラズ,「‥‥あら？」,5
D-3（修正）,ロズ,「毎回急に来るんよなぁこれ‥‥」,14
D-3（修正）,ラズ,「どういたします？　就寝中に行うよう設定しておきましょうか？」,28
D-3（修正）,ラズ,「かしこまりました」,8
D-3（修正）,ロズ,「了解～」,3
D-3（修正）,ラズ,「いつでもよろしいですわ」,11
D-4,美寿花,「雪翔君ってば！！」,8
D-4,美寿花,「いやだって、何回声かけても全然反応ないし」,20
D-4,美寿花,「もう講義終わっちゃったよ？」,13
D-4,美寿花,「最近、家でも上の空だったりするしさ‥‥どうしたの？　なんか悩み事？」,32
D-4,美寿花,「ないんだけど‥‥何？」,10
D-4,美寿花,「本当に？　それと何で敬語‥‥？」,14
D-4,ロズ,「いや、全然『大丈夫』やないやろマスター‥‥」,21
D-4,ラズ,「むしろどちらかというと『大ピンチ』のようですが‥‥」,25
D-4,ラズ,「まぁ確かに、このままだと誘うのは困難ですわね‥‥」,24
D-4,ロズ,「もういっそのこと、当日に目隠ししてそのまま連れて行ったらいいんちゃう？」,35
D-4,ロズ,「せやなぁ。というか、例のチケットは結局どうなったん？」,26
D-4,ラズ,「あら、学校まで持ってきてましたの？」,17
D-4,ロズ,「乙女やなマスター‥‥」,10
D-4,ラズ,「どういたしましょうか？　私たちがさりげなく話を振る‥‥は無理でしょうし‥‥」,36
D-4,ロズ,「ん？　何で今ウチを見て断念してん？」,16
D-4,ラズ,「私はとにかく、あなたにそんな話術ないでしょう？」,23
D-4,ロズ,「はぁ〜？　ラズやってウチと変わらんやろ別に！」,21
D-4,ロズ,「あ、ほな文永は？　あの子なら自然に話に出せるんちゃう？」,26
D-4,ロズ,「‥‥それを考えだしたら終わりやない？」,18
D-4,ラズ,「結論を言ってしまうと、結局はご主人様次第。ということになってしまいますね」,36
D-4,美寿花,「何が少年君次第なの？」,10
D-4,ラズ,「あ」,1
D-4,ロズ,「げ」,1
D-4,美寿花,「あれ？　もしかしてそれ‥‥水族館のチケット！？」,22
D-4,美寿花,「ええ！？　なんで隠すの！？　というか、何で雪翔君がそれ持ってるの！？」,32
D-4,ロズ＆ラズ,「‥‥‥‥」,4
D-4,美寿花,「‥‥雪翔君？」,6
D-4,美寿花,「うわっ。え‥‥ど、どうしたの‥‥？」,17
D-4,美寿花,「‥‥え‥‥？　木曜って‥‥私の誕生日‥‥？」,20
D-4,美寿花,「いや絶対そうじゃん。間が全て語ってるじゃん」,21
D-4,美寿花,「あ、もしかして最近ずっと悩んでたのって‥‥」,21
D-4,美寿花,「別に、そんな悩まなくても全然いいのに‥‥」,20
D-4,美寿花,「いいに決まってるよ！　ずっと行ってみたかったんだよね～」,26
D-5（追加）,黄樹,「うおびっくりした！？」,10
D-5（追加）,黄樹,「ああ、なんだお前か‥‥こんな夜中にやめてくれ。心臓飛び出るかと思ったぞ」,35
D-5（追加）,黄樹,「まぁ、そんなところだな。日をまたぐ前に帰れるのは久しぶりだから、どうも落ち着かなくて‥‥こうやって、時間を潰していた」,58
D-5（追加）,黄樹,「ははっ、一度染みついた生活リズムに抗うってのはそうそうできないもんさ‥‥」,36
D-5（追加）,黄樹,「そういえば、お前こそどうしたんだ？　もう今日は下りてこないと思っていたが」,35
D-5（追加）,黄樹,「なんだ、もう寝ようとしてたのか。随分早いな」,21
D-5（追加）,黄樹,「出かける‥‥それは美寿花ちゃんと‥‥か？」,20
D-5（追加）,黄樹,「‥‥水族館‥‥それは、お前が発案したのか？」,21
D-5（追加）,黄樹,「‥‥いや、お前にしてはいいチョイスだなーと思ってな」,25
D-5（追加）,黄樹,「にしても、ついにあの雪翔が女の子と二人きりで出かけるようになったか‥‥」,35
D-5（追加）,黄樹,「またまた〜。隅に置けんなぁ、お前も」,17
D-5（追加）,黄樹,「ああ。おやすみ‥‥あとそうだ、雪翔」,17
D-5（追加）,黄樹,「あー‥‥楽しんでもらえるといいな」,16
D-6,美寿花,「ほら見て！　雪翔君！　ペンギン！　ペンギンが泳いでる！！」,25
D-6,美寿花,「あっ！　食べた、今餌食べた！」,13
D-6,美寿花,「ん？　どうしたの？」,8
D-6,美寿花,「うん？　ああ、もちろん必要だよ」,14
D-6,美寿花,「これから色んなところ回るんだから。もしはぐれちゃったら大変でしょ？」,33
D-6,美寿花,「あ、何？　もしかして‥‥恥ずかしいの？　少年君～」,22
D-6,美寿花,「ごめんごめん。あ、そろそろ次の場所行こっか」,21
D-6,美寿花,「そりゃ勿論。あんな可愛い子、嫌いな人いないよ！」,23
D-6,美寿花,「水族館って暗いイメージあるよねぇ‥‥なんでだろ？　海も同じくらいの暗さだからかな？」,40
D-6,美寿花,「雪翔君は海とか行ったことある？」,15
D-6,美寿花,「お母さんと‥‥」,7
D-6,美寿花,「え、ここにも来たことあるの！？」,15
D-6,美寿花,「あ‥‥ごめん、辛いこと聞いちゃって‥‥」,19
D-6,美寿花,「そ、そっか‥‥」,7
D-6,美寿花,「‥‥行こっ！　そんな暗い顔してちゃ、楽しめるものも楽しめないよ！」,31
D-6,美寿花,「って、聞いた私が言うのもおかしいけど」,18
D-6,美寿花,「へ？　何？」,4
D-6,美寿花,「んん〜？　なんで今私を──って、お？」,17
D-6,美寿花,「イルカのショー‥‥」,9
D-6,美寿花,「うん！　行きたい！　‥‥って、さっきから私の要望ばっかりじゃん。いいの？」,34
D-6,美寿花,「あ、そうだっけ‥‥でも、雪翔君も見てみたいのがあったら言ってくれていいからね？」,39
D-6,飼育員,「皆様、大変長らくお待たせいたしました！　この水族館名物のイルカショー、まずはイルカ達の紹介をさせていただきます！」,55
D-6,美寿花,「うわぁ、いっぱいいる‥‥！　4‥‥5匹？　あ、違う。6匹かな‥‥？」,31
D-6,美寿花,「かわいいね～‥‥あ！」,10
D-6,美寿花,「おお〜！！　テレビで見たのも凄かったけど、やっぱり生で見ると迫力があるね！」,36
D-6,飼育員,「では、紹介も終わったところで、今度は少し難しい技にもチャレンジしてみましょう！」,39
D-6,美寿花,「イルカの上に乗ってる‥‥！　落ちたりしないのかな！？」,25
D-6,美寿花,「‥‥すっごい‥‥」,8
D-6,飼育員,「さぁ、最後はあの上空にあるボールに皆がジャンプします！　届いたら盛大な拍手を！」,38
D-6,美寿花,「‥‥‥‥」,4
D-6,美寿花,「届いた！！」,5
D-6,美寿花,「うわっぷ！！」,6
D-6,美寿花,「う、うん‥‥あはは、びっくりした‥‥」,18
D-6,美寿花,「ねぇねぇ！　見た！？　ちゃんと全員届いてたよね！！」,23
D-6,美寿花,「‥‥ん？　どうしたの？　なんか顔赤いけど‥‥」,20
D-6,美寿花,「いやその反応は無理があるでしょ‥‥あ、もしかして楽しくなかった‥‥？」,34
D-6,美寿花,「そう？　それならいいんだけどというか、さっきからどこ見て‥‥」,29
D-6,美寿花,「‥‥‥‥」,4
D-6,美寿花,「も、もしかして‥‥さっきから、見えてた？」,20
D-6,美寿花,「あ‥‥マジ、ですか‥‥」,11
D-7,美寿花,「う～ん‥‥これとか、どう！？」,14
D-7,美寿花,「あ〜確かに。想像できないかも」,14
D-7,美寿花,「あの子はあの子であんまりキーホルダーとか付ける柄じゃない気がするけど‥‥」,36
D-7,美寿花,「まいっか。買っちゃおう！」,12
D-7,美寿花,「後は‥‥あ、雪翔君は他に何かお土産買う？」,20
D-7,美寿花,「君、大学でも私以外話す人いないしねぇ‥‥」,20
D-7,美寿花,「‥‥まぁね～‥‥お土産あげる相手ってなるとちょっと難しいかも‥‥？　私も雪翔くんのこと言えないね」,47
D-7,美寿花,「あ、そうだね。じゃあ‥‥クッキー？」,17
D-7,美寿花,「私たちも食べるからいいの。じゃ決まりね！」,20
D-7,美寿花,「よし、お土産も買ったし‥‥どうする？」,18
D-7,美寿花,「だよ、ね‥‥」,6
D-7,美寿花,「‥‥‥‥」,4
D-7,美寿花,「え？　あ～、大した事じゃないんだけど‥‥もうちょっとペンギン、見たかったなー‥‥な～んて」,43
D-7,美寿花,「いや、いいよ。ここ結構近いし‥‥また連れてってくれるんだもんね？　少年君？」,36
D-7,美寿花,「じゃあ、約束ね！」,8
D-7,美寿花,「‥‥？　どうしたの？　買い忘れ？」,14
D-7,美寿花,「‥‥‥‥」,4
D-7,美寿花,「あ、今日のご飯どうしようかな‥‥」,16
D-7,美寿花,「ん～‥‥うん、そうだね。そうしよう」,17
D-7,美寿花,「♪～」,2
D-7,美寿花,「うん？」,3
D-7,美寿花,「水族館？　え～‥‥どうだろう。行ったことはない、かなぁ‥‥」,28
D-7,美寿花,「‥‥雪翔君、大丈夫？」,10
D-7,美寿花,「さっきから妙に落ち込んでるなーって」,17
D-7,？？？,「今日は随分と落ち込んでるね」,13
D-7,美寿花,「え、ね、ねぇ‥‥本当に大丈夫なの‥‥？」,19
D-7,美寿花,「だ、だよね‥‥どう考えても様子変だもん‥‥」,21
D-7,美寿花,「‥‥‥‥」,4
D-7,美寿花,「ごめんね‥‥気づけなくて‥‥」,14
D-7,美寿花,「本当だよ‥‥そんなに私頼りない？」,16
D-7,美寿花,「いいんだよ、頼ってくれても」,13
D-7,美寿花,「辛いことがあっても、一緒に背負ってあげる。私は君の声‥‥君の一部なんだから」,37
D-7,美寿花,「って、‥‥‥‥勢いで抱きついちゃったけど、ごめん。恥ずかしいよね！」,33
D-7,美寿花,「雪翔君！　後ろ！　危ない！」,11
D-7,美寿花,「あ、危なかった‥‥ごめん。咄嗟の事で‥‥」,20
D-7,美寿花,「‥‥雪翔君？」,6
E-1,美寿花,「後ろ！　危ない！！」,8
E-1,美寿花,「大‥‥丈夫‥‥？　怪我‥‥して、ない‥‥？」,20
E-1,美寿花,「ごめん、ね‥‥」,7
E-1,美寿花,「‥‥約‥‥束‥‥守れなく‥‥なっちゃった‥‥」,22
E-1,美寿花,「ご‥‥めん‥‥ね‥‥」,10
E-1,美寿花,「雪翔‥‥君‥‥」,7
E-1,美寿花,「え、雪翔君‥‥？」,8
E-1,美寿花,「も、もう大丈夫なの！？　どこか痛いところない！？」,23
E-1,美寿花,「よ、良かった‥‥このまま眠ったままなんじゃないかって心配で心配で‥‥」,34
E-1,美寿花,「ほら見て！　雪翔君！　ペンギン！　ペンギンが泳いでる！！」,25
E-1,美寿花,「イルカの上に乗ってる‥‥！　落ちたりしないのかな！？」,25
E-1,美寿花,「ねぇねぇ！　見た！？　ちゃんと全員届いてたよね！！」,23
E-1,美寿花,「あ、そうだ。君が寝てる間に教授が来てて‥‥」,21
E-1,美寿花,「やっぱり大学で忙しいみたいで、今はいないけど‥‥これ」,26
E-1,美寿花,「雪翔君が起きたら渡しといてって言われたけど‥‥」,23
E-1,美寿花,「なら一応、ここに置いとくね？　まだ万全じゃないだろうし、食べるのは元気になってから、だね」,43
E-1,美寿花,「‥‥ん～？」,5
E-1,美寿花,「‥‥あ‥‥」,5
E-1,美寿花,「えっ、と‥‥」,6
E-1,美寿花,「ご、ごめんね！　勝手に触ろうとして‥‥」,18
E-1,美寿花,「じゃ、じゃあ‥‥また、元気になったら学校、一緒に行こうね！」,29
E-2,美寿花,「例えば‥‥そう！　水族館とか！！」,15
E-2,,「あれ、知らない？ほら、ここら辺に最近できたの」,22
E-2,,「え～いいと思うけどなぁ‥‥あそこなら二人でお魚見ながらゆっくり話せるよ？」,36
E-2,,「ふっふっふ‥‥お金については心配いらないよ！」,22
E-2,,「じゃ～ん！」,5
E-2,,「チケットだよチケット！水族館の！お父さんの知り合いからもらったの」,32
E-2,,「うん、雪翔君にあげる」,10
E-2,,「行っておいで。お母さんと一緒に」,15
E-2,美寿花,「ほらほら、そんな暗い顔してたら、お母さんと仲直りできるものも出来ないよ！　リラックスリラックス！」,47
E-2,美寿花,「あ、ほら見て見て！　ペンギン！　可愛いよねぇ‥‥」,22
E-2,美寿花,「じゃ、約束ね！　またペンギンを一緒に見るって」,21
E-2,ラズ,「ご主人様。お取り込み中、申し訳ありません」,20
E-2,ラズ,「‥‥ご主人様？」,7
E-2,ロズ,「マスター？」,5
E-2,ロズ,「マスターって！」,7
E-2,ロズ,「なんだやないよ。はよ行かな遅刻するで？」,19
E-2,ラズ,「‥‥一つ、よろしいでしょうか？」,15
E-2,ラズ,「無礼を承知で申し上げるのですが‥‥先日倒れられてから、少々ご主人様の様子がおかしく感じます」,45
E-2,ラズ,「あれほど親しかった美寿花をあからさまに避けたり、お一人の時もずっと悩んでいたりなど‥‥」,43
E-2,ロズ,「ほんまに急やったやんな」,11
E-2,ラズ,「美寿花と、何があったんですか‥‥？」,17
E-2,ロズ,「分かったわ。あいつと喧嘩したんやろ？」,18
E-2,ラズ,「話がややこしくなるので貴方は黙っててください」,22
E-2,ロズ,「なんで！？　別にええやんちょっとくらい！　大体こういうんは喧嘩やって相場がきまっとるやろ！！」,44
E-2,ラズ,「喧嘩なのか分からないからご主人様に聞いているんでしょう！？　そもそも喧嘩ならどこがきっかけって言うんですか！」,53
E-2,ロズ,「分からんけど！　言い合うだけが喧嘩やないやん！　冷戦的な‥‥」,28
E-2,ロズ,「‥‥ん？　‥‥マスター？」,11
E-2,ラズ,「‥‥かしこまりました」,10
E-2,ラズ,「 もういいでしょう。ロズ」,11
E-2,ロズ,「え、もう？　結局何にも‥‥」,12
E-2,ラズ,「ご主人様に来いと言われればすぐに向かい、戻れと言われればすぐに去るのが『私たち』の役目ですから」,47
E-2,ロズ,「‥‥せや、けど‥‥」,9
E-2,ラズ,「お一人の時もずっと何か悩んでいたりなど‥‥」,21
E-3,文永,「すいません。こんなところまでわざわざ呼んでしまって」,25
E-3,文永,「そう、でしたか‥‥」,9
E-3,文永,「‥‥‥‥記憶」,6
E-3,文永,「‥‥戻ったん、ですよね？」,12
E-3,文永,「すいません。話はお姉ちゃんから聞いていました」,22
E-3,文永,「5年前の、全てではないとは思いますが‥‥あの事故の記憶を」,28
E-3,文永,「‥‥否定しないということは、肯定と捉えていいんですよね？」,28
E-3,文永,「‥‥よかった。これで全然違っていたらどうしようかと」,25
E-3,文永,「あ～‥‥すいません、話が脱線しましたね。私も門限があるので早めに終わらせましょう」,40
E-3,文永,「‥‥覚えていますか？　ここの公園」,15
E-3,文永,「あなたと、『みずねぇ』が初めて会った場所です」,22
E-3,文永,「そう、ですよね？」,8
E-3,美寿花,「ねぇねぇ」,4
E-3,美寿花,「少年君、随分難しそうな本読んでるね」,17
E-3,美寿花,「でも‥‥う～ん‥‥仲直りの方法かぁ‥‥あ、じゃあ‥‥」,26
E-3,美寿花,「お母さんの行きたいところに連れていくとかどう？」,23
E-3,美寿花,「例えば‥‥そう！　水族館とか！」,14
E-3,文永,「‥‥一人だったあなたを、放っておけなかったんでしょうね。あの人は、世話好きだったから」,42
E-3,文永,「‥‥仲良くなったあなたとみずねぇは、あなたの母親を加えた3人で‥‥水族館へ行った」,40
E-3,文永,「そして‥‥」,5
E-3,文永,「‥‥あの、最悪の事故が起こった」,15
E-3,文永,「‥‥その事故で‥‥『みずねぇ』はこの世を去りました」,25
E-3,文永,「‥‥これが、父が調べて分かった‥‥5年前の『事故』の全容です」,30
E-3,文永,「‥‥そう。ここで終わっていれば‥‥ただの『事故』だったんです‥‥！」,33
E-3,文永,「みずねぇを失ってから、父はおかしくなってしまった‥‥」,26
E-3,文永,「娘の死を受け入れられないどころか、代わりの存在を自らの手で生み出してしまった‥‥」,40
E-3,文永,「薄谷家にお邪魔しているのも‥‥あの父の手から逃れるため」,27
E-3,文永,「理想の『常葉美寿花』にならず、記憶を何度も何度も『消されて』いるお姉ちゃんを見かねて、お母さんが‥‥」,50
E-3,文永,「でも‥‥もう、時間の問題かもしれない」,18
E-3,文永,「お姉ちゃんを取り戻そうと‥‥父親が今、必死になって探しています」,31
E-3,文永,「万が一にも、お姉ちゃんがアンドロイドだという事を知られてはいけないから‥‥」,37
E-3,文永,「私が雪翔さんに話したと知られれば、もうお姉ちゃんを貴方に会わせる事はないでしょうね‥‥」,43
E-3,文永,「記憶を消して、また『作り直す』‥‥そういう人なんです。あの父親は」,32
E-3,文永,「‥‥本当は」,5
E-3,文永,「‥‥本当は、私があの人を止めるべきなんです。誰よりもみずねぇと一緒にいた、私が‥‥」,41
E-3,文永,「‥‥‥‥でも、ダメでした」,12
E-3,文永,「私にはどうしても‥‥あの人を『みずねぇ』だと思うことが出来なかった‥‥！」,36
E-3,文永,「‥‥だけど、あなたは違う」,12
E-3,文永,「あなたには、今のお姉ちゃんと過ごした日常がある。ちゃんと、人間として過ごした日常が‥‥」,43
E-3,文永,「‥‥本当に、ごめんなさい。最低ですよね‥‥あなたや薄谷教授の優しさに付け込んだようなものですから」,48
E-3,文永,「きっと私もあの父親と同じ。‥‥狂ってしまっているんです」,27
E-3,文永,「そんな私が頼むのも、おかしな話ですが‥‥」,20
E-3,文永,「父親から、お姉ちゃんを助けて‥‥解放、してあげてください‥‥お願いします‥‥！」,39
E-4,美寿花,「随分、暗い顔してるね」,10
E-4,美寿花,「君が動くまで待ってるつもりだったけど、雪翔君の顔見てたら‥‥その、我慢できなくて‥‥あはは‥‥」,47
E-4,美寿花,「えっと‥‥」,5
E-4,美寿花,「あぁ‥‥これ？」,7
E-4,美寿花,「夕ご飯の材料、足りなくてさ。ちょうど買いに行ってたんだ」,27
E-4,美寿花,「最近寒くなってきたし、何か温かいもの作りたいな～って」,26
E-4,美寿花,「そしたら、‥‥君を見つけた」,13
E-4,美寿花,「『私について』文永と話してる‥‥君を」,18
E-4,美寿花,「そっか‥‥私、人間じゃないんだって気づいた時‥‥ちょっと、納得しちゃったんだ」,38
E-4,美寿花,「幼い頃の記憶が、あやふやだったり‥‥お父さんの態度が私と文永で微妙に違ってたり‥‥‥‥」,43
E-4,美寿花,「‥‥不思議な力が使えたり‥‥ね」,15
E-4,美寿花,「ごめんね。本当に」,8
E-4,美寿花,「っと‥‥」,4
E-4,美寿花,「ずっと待ってたから足が疲れちゃって‥‥」,19
E-4,美寿花,「‥‥今まで、私は事故のことを知らずに生きていた。君はその事故で‥‥『私』のせいで大きな枷を背負ってしまったのに」,55
E-4,美寿花,「そんなの、あまりにも不公平すぎる。‥‥ごめんね」,23
E-4,美寿花,「死んだはずの『常葉美寿花』として、私は生まれた‥‥でもだからといって、その事実が君の背負っている枷を消せるわけがない」,58
E-4,美寿花,「君は、優しくて‥‥きっと、自分を責め続けるから」,23
E-4,美寿花,「‥‥私は、『常葉美寿花』として‥‥これからも生きていかなきゃいけない」,34
E-4,美寿花,「これまでも、そうしてきた‥‥はずだから。突然のことで、まだちゃんと受け入れられてるわけじゃないけど‥‥それでも、私のやることは、たぶん変わらない」,72
E-4,美寿花,「その枷は‥‥二人で、背負わないといけないものだから、ね？」,28
E-4a,美寿花,「待って！　雪翔君！！」,9
E-4a,美寿花,「‥‥‥‥‥‥‥‥ぇ？」,10
F-1,？？？,「なるほどね‥‥」,7
F-1,？？？,「それで、君とお母さんが喧嘩してしまった‥‥と」,22
F-1,美寿花,「で、少年君はどうしたいの？　仲直り、したい？」,21
F-1,美寿花,「そっか。じゃあどうやって仲直りするか、考えなきゃね」,25
F-1,美寿花,「でも‥‥う～ん‥‥仲直りの方法かぁ‥‥あ、じゃあ‥‥」,26
F-1,美寿花,「お母さんの行きたいところに連れていくとかどう？」,23
F-1,美寿花,「例えば‥‥そう！　水族館とか！！」,15
F-1,黄樹,「‥‥ん？　ああ、これもう始まってるのか。えーと‥‥よう、元気か？」,31
F-1,黄樹,「‥‥って、まぁ元気ではないか‥‥」,16
F-1,黄樹,「最近、本当にすまないな。自分の仕事ばかり優先してしまって、肝心な時に中々帰れなくて」,41
F-1,黄樹,「お前の様子がおかしいことは、美寿花から聞いた。‥‥あの事故の事を、思い出したんだろうな」,43
F-1,黄樹,「‥‥今から僕が伝えるのは、『懺悔』と『我儘』だ」,23
F-1,黄樹,「あの子と初めて会ったのは、今から四年前‥‥僕がEL社からアンドロイドの素体開発のオファーを受けた時だった」,52
F-1,黄樹,「とは言っても、まだ『常葉美寿花』と名づけられてはいなかったんだが」,32
F-1,黄樹,「‥‥最初は喜んで協力した。技術の発展に貢献できるのは光栄だったからね」,34
F-1,黄樹,「だが、その会社の社長‥‥常葉永寿郎の目的は別の所にあった」,28
F-1,黄樹,「亡くなった自分の娘を、アンドロイドとして蘇らせる‥‥僕はそれを、人間の命への冒涜‥‥禁忌に近いものだと、そう感じた」,57
F-1,黄樹,「それに気づいてから僕は1年でEL社を辞めた‥‥が、開発はそのまま続けられた」,37
F-1,黄樹,「それからは、雪翔の知っての通り希み野大学で教授をすることになった」,32
F-1,黄樹,「当時はもう自分はあの話との関係を断った、と思っていたんだが‥‥」,31
F-1,黄樹,「運がいいのか悪いのか、その3年後、常葉美寿花が希み野大学に入学してきたんだ」,37
F-1,黄樹,「名前と姿を見て、ひと目で分かったと同時に‥‥責任も感じていた。この子が完成してしまった以上、一時期だけとはいえそれに協力していた僕にも罪がある」,71
F-1,黄樹,「‥‥美寿花の母親の預かって欲しいという頼みを受け入れたのも、半分はそれが理由だ」,39
F-1,黄樹,「‥‥何故か、その事故の被害者が一人だけ隠蔽されていた。‥‥嫌な予感がして調査を進めてみたんだ」,46
F-1,黄樹,「‥‥当たっていたよ。最悪な形で」,15
F-1,黄樹,「‥‥そうして、僕は美寿花を迎え入れた」,18
F-1,黄樹,「‥‥お前と会わせて‥‥さらに事態を悪化させてしまった」,26
F-1,黄樹,「自分の息子のためだと、独りよがりな行動をしてしまったばかりに‥‥美寿花ちゃんに、知らなくてもよかった事実を突きつけ、お前には思い出したくないことを思い出させてしまった」,83
F-1,黄樹,「‥‥僕が今回の事態の元凶だと言ってもいい。‥‥それなのに、研究の、仕事の忙しさに、僕は逃げた」,46
